datetime,Biomass,Coal,Gas,Gas-CC,Hydro,Nuclear,Other,Solar,WSL,Wind
2025-12-20 10:00:00,63.366827,4744.325589,1019.904107,6032.568512,19.527506,5112.568289,193.053034,17159.050725,-1908.425691,16596.178791
2025-12-20 11:00:00,63.434671,4503.780436,1153.969084,6205.28648,19.361824,5111.387438,81.48121900000001,17983.881984,-2705.731792,16436.907112
2025-12-20 12:00:00,63.449194,4416.166956,1185.902736,5974.711382,18.378951999999998,5111.4461169999995,64.859514,17517.702287,-3236.692717,17648.873964
2025-12-20 13:00:00,63.486096,4019.968837,1149.025076,5957.142898,18.244317,5105.8065910000005,29.690917,17096.171995,-2101.312453,17441.458685
2025-12-20 14:00:00,63.540739,3956.7585559999998,1222.250391,6217.858856000001,18.311359,5105.641208999999,82.902067,16445.519063,-927.425819,16812.623578
2025-12-20 15:00:00,63.463049,4009.017907,1263.214328,7141.208474,18.238934,5104.246239,60.630672000000004,15737.524773,-415.425568,16552.762398
2025-12-20 16:00:00,63.447328,4258.655215,1451.239503,10684.585733,31.580165,5104.411725,424.002164,11828.952517,-187.55097,16562.886846
2025-12-20 17:00:00,63.387487,6311.813679,2137.971591,14926.485241,36.4916,5103.399265,3370.84901,2360.922624,-160.64861,16258.228490000001
2025-12-20 18:00:00,63.280901,7291.887717,2091.384166,14481.271122,35.103101,5103.779573,2914.9503590000004,0.805569,-284.45901100000003,19079.008369
2025-12-20 19:00:00,63.320081,7162.291087,1972.4902499999998,14255.544969,34.55848,5103.43952,1337.113017,0.010539,-336.56955600000003,19733.167512
2025-12-20 20:00:00,63.197924,6643.134929,1843.206719,13540.593606999999,34.518153999999996,5104.423155,399.664274,0.004602,-408.436875,22139.059512
2025-12-20 21:00:00,63.234042,6046.505043,1672.441798,12893.758919,35.576732,5104.495028,204.489576,0.000562,-621.024119,23700.870613
2025-12-20 22:00:00,63.630402000000004,6006.504782,1617.016501,12314.937969999999,36.527397,5103.652966,232.956116,0.00033,-813.832023,23512.330202999998
